accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
94,1,4.52458,paypal,93.67430556,0
210,1,4.921349,creditcard,0.000694444,0
1184,1,4.921349,creditcard,0.000694444,0
2000,1,4.921318,paypal,0.009027778,0
768,1,5.040929,creditcard,29.34444444,0
1430,1,3.066058,creditcard,0.005555556,0
989,1,4.461622,creditcard,0.001388889,0
253,1,5.017904,storecredit,0,0
83,1,4.962055,storecredit,0,0
44,1,4.52458,paypal,43.77291667,0
143,1,3.954522,creditcard,142.4513889,0
1296,1,4.962055,creditcard,0,0
48,1,4.895263,creditcard,0,0
1540,1,5.034622,creditcard,0.000694444,0
1522,1,4.742303,creditcard,517.4659722,0
136,1,4.745402,paypal,0,0
467,1,4.921318,paypal,0,0
199,1,4.748314,creditcard,0.001388889,0
1608,1,5.040929,creditcard,0.025,0
54,1,4.886641,storecredit,53.02847222,0
1449,1,4.921349,creditcard,0,0
611,1,4.742303,creditcard,100.7555556,0
2,1,4.895263,paypal,1.871527778,0
2000,1,4.921318,creditcard,617.9048611,0
2000,1,4.876771,creditcard,0.013888889,0
563,1,3.483951,paypal,0,0
1503,1,4.876771,creditcard,0,0
1791,1,4.505662,creditcard,0.002083333,0
148,1,4.921349,creditcard,46.825,0
237,1,4.745402,paypal,0.002777778,0
550,1,4.505662,creditcard,141.5840278,0
63,1,4.921349,paypal,62.02777778,0
33,1,5.034622,paypal,0,0
273,1,4.886641,creditcard,0,0
752,1,5.017904,creditcard,0.011111111,0
244,1,4.962055,creditcard,0,0
2000,1,4.921349,creditcard,0,0
1603,1,4.895263,paypal,0.000694444,0
1879,1,4.745402,creditcard,0.000694444,0
525,3,4.742303,creditcard,524.5527778,0
2000,2,3.483951,creditcard,97.42708333,0
2000,1,4.52458,storecredit,34.16736111,0
2000,1,4.895263,creditcard,0,0
341,1,4.836982,creditcard,0,0
1493,1,4.505662,creditcard,218.1513889,0
13,1,4.745402,creditcard,12.09027778,0
18,1,5.017904,storecredit,15.22777778,0
66,1,4.921349,creditcard,0.009722222,0
2000,1,4.52458,creditcard,45.28611111,0
87,1,5.017904,creditcard,86.25694444,0
2000,1,4.745402,creditcard,178.5819444,0
892,1,4.921349,paypal,97.96875,0
346,1,4.886641,paypal,0,0
572,1,4.745402,storecredit,0,0
60,1,4.461622,creditcard,0,0
2,1,4.962055,creditcard,0,0
262,1,5.034622,creditcard,0.000694444,0
1589,1,5.017904,creditcard,0,0
925,1,4.886641,creditcard,316.0875,0
2000,1,4.505662,creditcard,0.000694444,0
157,1,4.876771,creditcard,0.000694444,0
115,1,3.954522,creditcard,109.4881944,0
248,1,4.745402,creditcard,0,0
68,1,4.742303,creditcard,0.407638889,0
2000,1,5.017904,creditcard,0.026388889,0
2000,1,4.505662,creditcard,0.996527778,0
137,1,4.962055,creditcard,136.0631944,0
535,1,4.836982,paypal,0,0
1644,1,4.505662,creditcard,0.001388889,0
2000,1,3.483951,creditcard,0.363194444,0
4,1,3.954522,paypal,3.785416667,0
19,1,5.017904,creditcard,0,0
673,1,4.965339,paypal,241.85625,0
49,2,5.034622,creditcard,0.006944444,0
2000,1,4.745402,creditcard,150.4506944,0
920,1,5.017904,creditcard,149.3368056,0
2,1,4.057414,creditcard,1.459027778,0
728,1,4.836982,creditcard,0,0
20,1,4.962055,creditcard,0,0
108,1,5.040929,creditcard,0,0
544,1,5.034622,storecredit,0,0
2000,1,4.836982,creditcard,84.89791667,0
2000,1,3.954522,creditcard,201.4652778,0
2000,1,5.040929,paypal,40.20972222,0
1470,1,4.895263,creditcard,0.763888889,0
2000,1,4.965339,paypal,253.0458333,0
3,1,5.034622,paypal,2.040972222,0
1080,1,4.962055,storecredit,0,0
591,1,4.748314,paypal,194.1013889,0
1290,1,3.483951,creditcard,0,0
2000,1,4.921349,paypal,0,0
1606,1,4.748314,paypal,432.2409722,0
2000,1,4.748314,creditcard,0,0
913,1,4.962055,creditcard,0.001388889,0
2000,1,5.034622,storecredit,1631.011806,0
840,1,4.965339,creditcard,0,0
2000,1,4.52458,creditcard,148.4881944,0
25,1,4.962055,creditcard,0,0
2000,1,4.895263,creditcard,0.002083333,0
5,1,4.836982,paypal,0.002777778,0
994,1,4.836982,creditcard,0,0
2000,1,4.745402,paypal,251.2631944,0
1279,1,5.034622,creditcard,0,0
1413,1,4.876771,paypal,0.000694444,0
2000,1,4.742303,creditcard,179.5409722,0
160,2,4.962055,paypal,0,0
868,1,4.965339,paypal,703.15,0
34,1,4.921318,creditcard,0.000694444,0
1462,1,5.034622,creditcard,727.2541667,0
947,1,5.034622,creditcard,178.0284722,0
881,1,4.886641,creditcard,218.7048611,0
2000,1,4.836982,paypal,966.7506944,0
11,1,3.066058,creditcard,0.000694444,0
563,1,4.742303,creditcard,0.075,0
1663,1,4.962055,creditcard,226.8069444,0
723,1,4.52458,creditcard,127.6861111,0
648,1,4.965339,creditcard,0.013194444,0
141,1,4.505662,creditcard,0,0
2000,1,3.575983,creditcard,568.2861111,0
1238,1,4.836982,paypal,0,0
276,1,4.876771,creditcard,242.9854167,0
7,1,3.575983,paypal,6.145833333,0
852,1,4.745402,paypal,0,0
2000,1,5.040929,creditcard,0.002083333,0
2000,1,4.962055,creditcard,1830.397917,0
2000,2,4.962055,creditcard,0,0
539,1,4.836982,creditcard,532.0673611,0
2000,1,4.057414,creditcard,0.116666667,0
2000,1,3.483951,paypal,1501.547222,0
815,1,5.017904,creditcard,153.0902778,0
505,1,4.836982,creditcard,0,0
24,2,4.895263,creditcard,23.89375,0
678,1,5.034622,creditcard,677.2638889,0
543,1,4.057414,creditcard,133.1569444,0
2000,1,5.017904,creditcard,107.9375,0
2000,1,5.040929,paypal,464.0194444,0
1518,5,2.94894,creditcard,15.83263889,0
97,1,4.52458,creditcard,96.04791667,0
2000,1,4.962055,paypal,659.8152778,0
1619,1,4.921318,creditcard,0,0
2000,1,4.745402,creditcard,0.000694444,0
87,1,4.745402,creditcard,31.87361111,0
2,1,4.745402,paypal,0,0
83,1,4.748314,storecredit,72.72569444,0
2000,1,5.017904,paypal,0.002777778,0
624,1,3.575983,paypal,1.439583333,0
2000,1,4.921318,creditcard,255.1840278,0
2000,1,4.921318,creditcard,27.05486111,0
1650,1,4.836982,paypal,0,0
780,1,3.954522,creditcard,0,0
1170,1,5.017904,creditcard,16.34583333,0
2,1,4.921318,creditcard,0,0
2,2,4.745402,creditcard,0.927777778,0
2000,1,4.52458,creditcard,1382.588889,0
43,1,4.895263,creditcard,42.94513889,0
2000,1,4.886641,creditcard,716.4652778,0
508,1,5.034622,creditcard,0,0
835,1,4.461622,creditcard,0,0
2000,1,5.040929,creditcard,0.000694444,0
1031,1,5.017904,paypal,822.9305556,0
2000,1,4.461622,creditcard,609.7472222,0
571,1,5.017904,creditcard,490.2777778,0
1740,1,4.742303,creditcard,0.001388889,0
245,1,4.505662,creditcard,0,0
793,1,4.505662,creditcard,501.01875,0
2000,1,4.886641,storecredit,404.1847222,0
492,1,4.886641,storecredit,491.6375,0
1816,1,3.483951,creditcard,980.7451389,0
2000,1,3.575983,creditcard,226.5583333,0
996,1,5.040929,creditcard,0,0
53,1,4.886641,paypal,52.52013889,0
268,1,4.962055,creditcard,0,0
47,6,4.895263,creditcard,46.04791667,0
2000,3,4.52458,storecredit,197.4194444,0
14,1,4.52458,creditcard,13.89791667,0
519,1,5.040929,creditcard,0,0
25,1,4.921349,paypal,0,0
569,1,5.040929,creditcard,0,0
111,1,4.748314,creditcard,110.9763889,0
655,1,4.461622,creditcard,403.5854167,0
1609,1,4.836982,paypal,0.001388889,0
2000,1,4.921349,creditcard,23.20069444,0
2000,1,4.745402,paypal,0.001388889,0
438,1,5.017904,creditcard,0.004166667,0
191,1,4.876771,storecredit,0.002083333,0
2000,1,4.745402,creditcard,331.5972222,0
24,1,4.962055,paypal,0,0
16,2,4.876771,creditcard,0.073611111,0
624,1,4.505662,creditcard,0.000694444,0
1701,1,4.505662,creditcard,0.29375,0
216,1,4.745402,paypal,0,0
2000,1,4.965339,creditcard,0,0
888,1,4.921349,creditcard,295.9340278,0
194,1,4.057414,paypal,2.900694444,0
279,1,4.057414,creditcard,0.015972222,0
2000,1,4.461622,creditcard,0,0
13,1,4.886641,creditcard,0.003472222,0
50,1,4.057414,paypal,0,0
2000,1,4.921318,creditcard,47.83333333,0
810,1,4.886641,paypal,0,0
2,1,3.575983,creditcard,0.178472222,0
3,1,4.876771,creditcard,0,0
4,1,4.895263,paypal,0,0
104,1,4.52458,paypal,0,0
1597,1,4.505662,creditcard,0.000694444,0
1097,1,4.921349,creditcard,0,0
2,1,5.034622,creditcard,1.03125,0
2000,1,4.962055,creditcard,0.003472222,0
2000,1,4.921318,paypal,3.397222222,0
31,1,4.836982,paypal,0,0
1025,1,4.745402,creditcard,848.8506944,0
2,1,4.876771,paypal,0,0
942,1,4.965339,creditcard,0.719444444,0
415,1,4.876771,creditcard,274.1333333,0
1554,1,4.461622,storecredit,0.256944444,0
1752,1,4.836982,creditcard,0,0
1280,1,4.461622,creditcard,610.8333333,0
1115,1,4.836982,creditcard,0,0
859,1,4.921349,creditcard,0,0
2000,1,4.962055,creditcard,397.9034722,0
90,1,5.034622,creditcard,0,0
38,1,4.921349,creditcard,0,0
2000,1,4.748314,creditcard,0.578472222,0
928,1,4.886641,paypal,0,0
2000,1,5.017904,creditcard,0.004166667,0
2000,1,5.017904,creditcard,593.0763889,0
1010,1,4.52458,creditcard,0,0
2000,1,4.965339,storecredit,7.888888889,0
8,4,4.895263,creditcard,7.101388889,0
759,1,4.895263,creditcard,0.001388889,0
229,1,4.748314,creditcard,0.006944444,0
2000,1,4.962055,paypal,0,0
46,6,4.748314,paypal,45.21805556,0
100,1,4.886641,creditcard,93.76944444,0
586,1,5.034622,creditcard,580.9104167,0
33,1,4.745402,paypal,32.51041667,0
3,1,4.895263,paypal,0,0
2000,2,4.742303,paypal,1.811805556,0
2000,1,4.965339,creditcard,0,0
1361,1,4.965339,creditcard,82.08402778,0
12,1,4.962055,creditcard,0.019444444,0
1,1,4.505662,creditcard,0.015972222,1
886,1,4.965339,creditcard,0,0
503,1,4.921349,creditcard,0,0
1488,1,4.895263,creditcard,0.000694444,0
528,1,4.965339,paypal,0,0
2000,1,4.962055,paypal,750.7548611,0
2000,1,4.962055,creditcard,0.167361111,0
2000,1,4.876771,creditcard,0.066666667,0
2000,1,4.895263,paypal,1348.622917,0
2000,1,4.505662,creditcard,966.925,0
71,1,4.962055,creditcard,70.90763889,0
193,1,4.057414,creditcard,0.002777778,0
2000,5,4.895263,paypal,0,0
150,1,4.921318,creditcard,0,0
2,1,2.94894,creditcard,1.248611111,0
111,2,4.921349,creditcard,0,0
1651,1,3.066058,creditcard,0.221527778,0
1293,1,5.034622,creditcard,331.8798611,0
100,1,5.034622,creditcard,0,0
647,1,5.040929,creditcard,0.000694444,0
2000,1,4.748314,creditcard,1862.794444,0
86,1,5.040929,paypal,0,0
1678,1,4.921318,creditcard,0,0
65,1,4.505662,creditcard,0,0
181,1,2.94894,creditcard,180.6361111,0
2,1,4.921318,creditcard,0,0
2000,1,4.745402,creditcard,740.9222222,0
3,1,4.745402,paypal,0,0
805,1,4.965339,creditcard,0,0
2000,1,4.745402,creditcard,9.726388889,0
466,1,4.461622,paypal,0,0
169,1,4.745402,creditcard,0.000694444,0
43,1,4.461622,creditcard,0,0
70,1,4.886641,creditcard,69.14513889,0
2000,1,4.921349,creditcard,0,0
3,1,4.962055,creditcard,2.138194444,0
9,1,4.057414,creditcard,0,0
2000,1,5.040929,paypal,676.0770833,0
1996,1,5.017904,creditcard,1437.01875,0
623,1,4.921349,creditcard,0.004166667,0
851,1,4.745402,creditcard,0.000694444,0
150,1,4.836982,paypal,109.6951389,0
1590,1,4.921349,paypal,201.2083333,0
1313,1,4.921318,creditcard,0.000694444,0
2000,1,4.962055,paypal,0.003472222,0
1294,1,4.895263,creditcard,0,0
2000,1,4.836982,paypal,0,0
8,1,4.962055,creditcard,1.979166667,0
66,1,4.965339,creditcard,0.050694444,0
2000,1,4.745402,creditcard,0,0
1154,1,4.962055,paypal,0,0
5,1,4.876771,creditcard,4.902777778,0
2000,2,4.745402,creditcard,58.8125,0
1795,1,4.745402,creditcard,0.002083333,0
92,1,4.52458,creditcard,91.12291667,0
1645,1,4.895263,paypal,557.7347222,0
518,1,4.836982,creditcard,175.0298611,0
26,1,4.921318,creditcard,25.24236111,0
2000,1,4.52458,creditcard,1831.709028,0
2000,1,5.017904,creditcard,0,0
2000,1,4.505662,paypal,0,0
55,1,5.040929,storecredit,0,0
2000,1,4.836982,creditcard,0.565277778,0
2000,1,4.748314,paypal,1416.207639,0
70,1,4.057414,storecredit,0.178472222,0
9,1,4.836982,creditcard,0,0
47,1,4.876771,creditcard,0,0
2000,1,4.745402,creditcard,1333.059028,0
270,1,5.040929,creditcard,0,0
511,1,5.034622,creditcard,0.03125,0
320,1,5.040929,paypal,315.0034722,0
2000,1,4.886641,creditcard,0.000694444,0
154,1,4.876771,paypal,0,0
684,1,4.057414,creditcard,402.0909722,0
7,1,4.965339,creditcard,6.177777778,0
110,1,4.962055,paypal,0.005555556,0
9,1,4.505662,storecredit,0,0
1,1,4.886641,creditcard,0.009027778,1
2000,1,4.748314,paypal,0.004166667,0
2000,1,4.461622,creditcard,118.7104167,0
2000,1,4.748314,storecredit,0,0
2000,1,4.748314,creditcard,0,0
112,1,5.034622,creditcard,111.0826389,0
835,1,4.965339,creditcard,443.3083333,0
139,1,4.836982,creditcard,0,0
693,1,4.886641,creditcard,0,0
642,1,4.876771,creditcard,75.51180556,0
695,1,4.886641,creditcard,0.007638889,0
5,1,4.895263,creditcard,0.001388889,0
1249,1,4.965339,creditcard,1248.958333,0
2000,1,5.034622,creditcard,1.156944444,0
11,1,4.748314,storecredit,0,0
13,1,4.748314,creditcard,0.001388889,0
1101,1,4.745402,storecredit,59.67569444,0
1119,1,4.921349,paypal,184.1631944,0
335,1,5.034622,creditcard,0,0
2000,1,4.895263,paypal,9.008333333,0
197,2,4.748314,paypal,0.005555556,0
3,1,4.886641,creditcard,0.000694444,0
1005,1,5.040929,creditcard,0,0
4,2,5.040929,creditcard,0.011805556,0
209,1,4.921349,paypal,208.0125,0
1981,1,4.921349,creditcard,0,0
2000,1,4.921318,creditcard,913.8409722,0
39,1,4.748314,creditcard,0,0
1325,1,4.461622,creditcard,0,0
888,1,4.836982,paypal,0.002083333,0
2000,1,5.040929,creditcard,0,0
4,1,5.034622,creditcard,3.442361111,0
571,2,4.962055,creditcard,0.04375,0
119,1,4.962055,paypal,0,0
130,1,4.876771,paypal,0,0
113,1,4.962055,paypal,112.1659722,0
714,1,4.921349,creditcard,0,0
61,1,4.505662,creditcard,0,0
518,1,3.483951,paypal,0.009722222,0
96,1,4.921349,creditcard,0.006944444,0
1022,1,4.886641,creditcard,420.9923611,0
1240,1,4.836982,creditcard,1.411805556,0
1234,1,4.836982,creditcard,525.6097222,0
192,1,3.066058,creditcard,191.58125,0
53,1,4.921349,paypal,0,0
1,1,4.748314,creditcard,0,1
2000,1,4.876771,creditcard,0.030555556,0
715,1,4.962055,creditcard,504.9173611,0
106,1,4.52458,creditcard,105.5013889,0
879,1,4.921318,creditcard,0,0
53,1,4.962055,paypal,52.81597222,0
2000,1,4.876771,creditcard,622.7618056,0
2000,1,4.965339,creditcard,0,0
1608,1,4.895263,creditcard,0,0
908,1,4.52458,creditcard,0.256944444,0
3,1,4.748314,creditcard,0,0
533,1,4.921318,creditcard,531.2263889,0
31,1,4.895263,creditcard,26.96041667,0
2000,1,5.034622,creditcard,1362.077083,0
1279,1,5.040929,creditcard,0.000694444,0
11,1,4.921318,paypal,10.29375,0
90,1,4.876771,creditcard,89.04930556,0
2000,1,4.876771,creditcard,0,0
34,2,4.921318,creditcard,27.48888889,0
70,1,5.017904,paypal,69.14444444,0
6,8,4.962055,creditcard,0,0
2000,1,5.034622,creditcard,418.0875,0
45,1,4.057414,storecredit,0.000694444,0
861,1,4.962055,creditcard,326.6416667,0
396,1,4.965339,creditcard,0.000694444,0
84,1,2.596228,creditcard,0,0
2,1,5.040929,creditcard,0.054166667,0
270,1,4.886641,creditcard,0,0
880,1,4.895263,creditcard,0,0
2,1,4.921318,creditcard,0,0
1961,1,4.965339,storecredit,0,0
235,1,3.575983,creditcard,0,0
2000,1,4.52458,creditcard,78.72638889,0
605,1,4.965339,paypal,0,0
198,1,4.962055,paypal,0,0
834,1,4.962055,creditcard,0,0
549,1,4.965339,paypal,0,0
369,1,5.040929,creditcard,368.2131944,0
1027,1,5.040929,creditcard,414.95625,0
542,1,4.876771,creditcard,1.29375,0
292,1,4.52458,paypal,0.053472222,0
1447,1,4.748314,creditcard,210.5631944,0
131,1,4.895263,creditcard,130.8458333,0
2000,1,4.962055,creditcard,10.55763889,0
747,1,4.745402,creditcard,0.077777778,0
68,1,5.034622,paypal,0,0
172,1,4.876771,creditcard,0,0
1,1,4.836982,paypal,0.000694444,1
127,1,4.52458,storecredit,0,0
2000,1,4.745402,creditcard,3.775,0
2000,1,4.748314,creditcard,0,0
50,1,5.017904,creditcard,2.040277778,0
1234,1,2.94894,paypal,644.7145833,0
759,1,5.017904,paypal,0,0
289,1,4.921349,creditcard,0,0
8,1,5.040929,creditcard,7.965972222,0
598,1,4.962055,creditcard,94.75208333,0
2000,1,4.965339,creditcard,2.986111111,0
238,1,4.742303,creditcard,0,0
25,1,4.748314,creditcard,3.520138889,0
2000,3,4.52458,creditcard,0,0
11,1,5.034622,paypal,0,0
2000,1,3.954522,creditcard,1.984027778,0
2000,1,4.886641,creditcard,222.9027778,0
406,1,4.742303,creditcard,0,0
1,1,5.040929,creditcard,0.000694444,1
2,1,3.954522,creditcard,1.010416667,0
1021,1,4.505662,creditcard,0.007638889,0
1293,1,4.742303,creditcard,0.356944444,0
127,1,4.965339,creditcard,0.00625,0
23,2,4.748314,creditcard,14.04375,0
942,1,3.066058,creditcard,0.001388889,0
2000,1,4.921318,creditcard,196.0944444,0
1277,1,4.965339,creditcard,0.0375,0
2000,3,3.954522,creditcard,0,0
1596,1,4.52458,creditcard,118.1527778,0
1410,1,4.886641,storecredit,0,0
248,1,4.921318,creditcard,0.000694444,0
2000,1,4.745402,paypal,1875.717361,0
2000,1,4.876771,creditcard,0.001388889,0
3,1,4.876771,creditcard,0,0
41,2,4.057414,paypal,40.30277778,0
2000,1,4.921318,creditcard,0,0
40,1,4.921318,paypal,0,0
2000,1,4.965339,creditcard,335.35625,0
130,1,4.745402,paypal,0,0
1935,1,4.748314,creditcard,0.000694444,0
1573,1,5.040929,creditcard,0.000694444,0
42,1,4.895263,paypal,41.77708333,0
2000,1,4.742303,creditcard,737.4388889,0
1949,1,4.876771,creditcard,0.002777778,0
2,1,4.461622,creditcard,0.002083333,0
2000,1,4.52458,creditcard,148.6715278,0
1851,1,4.742303,creditcard,0,0
1986,1,4.748314,creditcard,521.0416667,0
2000,1,5.040929,paypal,0,0
561,1,4.921349,paypal,0,0
595,1,5.017904,paypal,576.1097222,0
1464,1,4.742303,creditcard,83.96111111,0
86,1,4.836982,paypal,85.54930556,0
1769,1,4.748314,paypal,0,0
320,1,5.040929,storecredit,319.3770833,0
747,1,4.745402,creditcard,0.078472222,0
498,1,4.836982,creditcard,201.8333333,0
1721,1,4.745402,paypal,0,0
5,1,4.886641,creditcard,4.897222222,0
240,1,4.742303,creditcard,239.4034722,0
125,1,4.965339,creditcard,53.45208333,0
138,1,4.52458,creditcard,137.5805556,0
2000,1,4.965339,creditcard,0.001388889,0
1283,1,5.040929,creditcard,141.1388889,0
2000,1,4.921318,creditcard,0,0
2,1,5.040929,creditcard,1.053472222,0
139,1,4.836982,storecredit,0,0
50,1,4.962055,creditcard,0,0
17,1,4.461622,creditcard,11.62708333,0
1036,1,4.886641,creditcard,469.7319444,0
14,1,4.921349,creditcard,0,0
1545,1,5.034622,paypal,0,0
237,2,4.461622,paypal,236.7951389,0
665,1,4.921349,creditcard,0,0
1038,1,5.040929,creditcard,0,0
168,1,4.461622,creditcard,167.7465278,0
634,1,4.836982,paypal,8.956944444,0
1940,1,4.748314,creditcard,0,0
39,1,3.954522,creditcard,38.86319444,0
2,1,4.836982,creditcard,0,0
602,1,4.895263,creditcard,0.020833333,0
1926,1,4.748314,paypal,1925.770833,0
2000,1,4.965339,creditcard,396.2069444,0
392,1,4.895263,creditcard,0,0
639,1,4.965339,paypal,0,0
190,1,5.017904,creditcard,0,0
7,1,4.52458,creditcard,0.011805556,0
828,1,4.876771,paypal,0.123611111,0
2,1,3.954522,paypal,1.145138889,0
2000,1,4.921318,creditcard,913.84375,0
896,1,4.965339,creditcard,835.9145833,0
2000,1,2.596228,creditcard,0.001388889,0
850,1,4.921318,creditcard,754.5194444,0
4,1,4.057414,creditcard,0.000694444,0
1447,1,4.057414,creditcard,0.001388889,0
90,1,4.921318,creditcard,0,0
1080,1,4.836982,paypal,0.005555556,0
1901,1,4.057414,creditcard,0.339583333,0
2,1,4.876771,creditcard,0,0
1002,1,4.921349,creditcard,0,0
2000,1,5.017904,paypal,0.052083333,0
2,1,4.886641,creditcard,1.045138889,0
44,1,4.921318,paypal,0,0
2000,1,5.034622,creditcard,0,0
2000,1,4.52458,paypal,0.001388889,0
12,1,4.057414,paypal,0,0
2000,1,4.742303,creditcard,0.03125,0
157,1,4.836982,creditcard,0.000694444,0
1017,1,4.886641,creditcard,0,0
207,1,4.876771,paypal,0.001388889,0
479,1,5.034622,creditcard,0,0
2,1,4.921349,creditcard,1.038194444,0
2000,1,5.017904,creditcard,226.9972222,0
74,1,4.748314,creditcard,61.66180556,0
2000,1,4.895263,creditcard,14.59097222,0
1104,1,4.921349,paypal,0.059722222,0
68,1,4.52458,paypal,66.99930556,0
116,1,4.962055,creditcard,0,0
294,1,4.895263,creditcard,0,0
678,1,4.836982,paypal,642.6972222,0
6,1,5.017904,creditcard,5.528472222,0
2000,1,4.876771,paypal,1510.910417,0
2000,1,4.886641,creditcard,494.8916667,0
5,1,5.034622,creditcard,3.945833333,0
79,1,4.505662,paypal,0.002777778,0
1153,1,4.057414,creditcard,9.149305556,0
1062,1,4.876771,storecredit,8.209722222,0
5,1,4.965339,creditcard,0,0
2000,1,4.505662,creditcard,0.016666667,0
749,1,4.895263,paypal,263.5736111,0
1820,1,5.040929,creditcard,0.001388889,0
482,1,4.965339,paypal,0,0
96,1,4.836982,creditcard,81.06041667,0
465,1,5.017904,paypal,0.000694444,0
869,1,4.895263,creditcard,0,0
6,1,4.748314,creditcard,5.103472222,0
117,1,4.921349,creditcard,0,0
2000,1,4.461622,paypal,0.000694444,0
1876,1,4.876771,creditcard,1093.945833,0
2000,1,3.954522,creditcard,1096.478472,0
2000,1,4.895263,storecredit,216.5805556,0
10,1,4.745402,creditcard,0,0
1230,1,5.034622,creditcard,0.000694444,0
2000,1,4.962055,creditcard,16.69166667,0
2000,1,4.876771,creditcard,0.002083333,0
108,2,4.52458,creditcard,107.3701389,0
131,1,4.962055,paypal,0,0
460,1,5.017904,creditcard,0.000694444,0
39,1,4.748314,paypal,0,0
2000,1,5.040929,creditcard,1833.5875,0
137,1,4.965339,creditcard,136.6923611,0
2000,1,5.017904,creditcard,767.5631944,0
84,1,4.962055,creditcard,0.002777778,0
1508,2,4.965339,creditcard,0,0
3,1,5.017904,creditcard,0,0
1742,1,4.876771,paypal,0.002083333,0
5,1,4.745402,paypal,4.120138889,0
2,1,4.461622,creditcard,1.613194444,0
2000,1,4.965339,paypal,175.8520833,0
2000,1,5.017904,creditcard,154.9340278,0
445,1,4.895263,paypal,0.002083333,0
2000,1,5.017904,creditcard,4.311111111,0
2000,2,3.575983,creditcard,0.036111111,0
2000,1,4.895263,creditcard,474.3472222,0
1844,1,3.575983,paypal,292.175,0
1112,1,4.921349,creditcard,0,0
1701,1,4.505662,paypal,0.297916667,0
413,1,4.921318,storecredit,140.9013889,0
57,1,4.52458,paypal,55.99930556,0
1416,1,4.836982,paypal,0.002083333,0
120,1,4.461622,paypal,0,0
1071,1,4.965339,creditcard,2.134722222,0
35,1,4.921349,paypal,0,0
2000,1,4.921318,creditcard,0.086805556,0
549,1,4.895263,creditcard,0.442361111,0
185,1,2.94894,creditcard,184.5013889,0
127,1,4.962055,creditcard,0.000694444,0
2000,1,4.057414,creditcard,0.036111111,0
133,1,4.962055,creditcard,0.004861111,0
4,1,4.876771,storecredit,0.00625,0
628,1,4.921318,creditcard,622.3715278,0
2000,1,4.836982,creditcard,150.1493056,0
3,1,4.742303,creditcard,0.000694444,0
58,1,4.921318,paypal,0,0
1006,1,3.575983,creditcard,972.01875,0
919,1,4.876771,creditcard,82.52847222,0
61,1,4.52458,creditcard,59.98055556,0
143,1,4.461622,creditcard,36.83125,0
528,1,4.836982,creditcard,118.6958333,0
355,1,5.017904,creditcard,354.0534722,0
2,1,4.895263,creditcard,1.000694444,0
170,1,4.965339,creditcard,0,0
308,1,4.921349,creditcard,242.9569444,0
2000,1,4.057414,creditcard,1376.659722,0
704,1,4.742303,creditcard,153.5465278,0
4,1,4.965339,creditcard,0,0
1815,1,2.94894,creditcard,692.2694444,0
523,1,4.921349,creditcard,0.000694444,0
49,1,4.965339,creditcard,0,0
326,1,4.836982,paypal,0,0
496,5,4.505662,creditcard,206.0111111,0
1163,1,4.505662,creditcard,0.002083333,0
1766,1,4.52458,creditcard,0.000694444,0
9,2,4.965339,creditcard,0.001388889,0
75,1,4.886641,creditcard,0,0
73,1,4.886641,creditcard,72.79375,0
2000,1,4.748314,creditcard,31.92847222,0
1948,1,4.057414,creditcard,0,0
220,1,4.745402,paypal,0,0
83,1,4.921349,creditcard,0,0
1459,1,4.962055,paypal,0,0
623,1,4.52458,creditcard,0.011805556,0
11,1,4.745402,creditcard,0,0
7,1,4.742303,creditcard,0,0
2000,1,4.745402,paypal,2.979861111,0
168,1,4.52458,creditcard,50.65347222,0
31,1,5.017904,creditcard,0.001388889,0
2000,1,4.52458,creditcard,1499.698611,0
1356,1,4.962055,storecredit,95.89027778,0
214,1,4.886641,paypal,213.8708333,0
2000,1,4.748314,creditcard,0,0
2000,1,4.921349,creditcard,248.0930556,0
2000,1,3.066058,creditcard,150.2013889,0
37,1,4.505662,creditcard,0.000694444,0
71,1,4.461622,paypal,0,0
190,1,5.017904,paypal,0.005555556,0
6,1,2.94894,creditcard,0,0
2,1,3.954522,paypal,0.000694444,0
131,1,4.52458,storecredit,130.9541667,0
2000,1,4.748314,creditcard,57.02847222,0
274,1,4.965339,creditcard,273.9326389,0
2000,1,4.895263,creditcard,1093.010417,0
943,1,5.034622,creditcard,0,0
2000,1,4.461622,creditcard,920.6923611,0
923,1,5.017904,creditcard,0,0
2000,2,4.742303,paypal,968.5284722,0
98,1,4.965339,paypal,97.00625,0
2000,1,4.965339,storecredit,0.002083333,0
2000,1,5.017904,paypal,142.9208333,0
2000,1,5.017904,creditcard,275.30625,0
1672,1,4.895263,paypal,0,0
1225,1,4.52458,creditcard,0.497222222,0
2000,1,4.745402,creditcard,518.8875,0
664,1,4.057414,creditcard,367.1513889,0
2000,1,5.017904,creditcard,478.4451389,0
165,1,5.034622,creditcard,0,0
234,1,4.921318,creditcard,0,0
2000,1,4.921349,creditcard,0,0
370,1,3.954522,creditcard,0,0
46,1,4.745402,creditcard,45.97569444,0
384,1,4.505662,creditcard,48.00208333,0
1561,1,5.017904,creditcard,0,0
966,1,4.962055,creditcard,0,0
54,1,4.748314,creditcard,53.1625,0
64,1,4.52458,creditcard,63.62152778,0
8,1,4.895263,paypal,7.911111111,0
164,1,4.748314,creditcard,0,0
5,1,4.836982,paypal,0,0
440,1,5.034622,creditcard,334.7194444,0
334,1,4.965339,creditcard,333.1826389,0
47,2,4.886641,creditcard,0,0
